Title,Price,Area,Rooms,Address,Owner Type,Owner Name,URL,Class
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,30940 $,47.6 m²,2.0,დემეტრე თავდადებულის ქუჩა ,agent,ნინა,https://www.myhome.ge/pr/18061302/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,158000 $,80 m²,3.0,შ. ნუცუბიძის ქ. ,agent,ლუკა,https://www.myhome.ge/pr/20489789/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,538500 $,718 m²,3.0,დემეტრე თავდადებულის ქუჩა 40,agent,ნინა,https://www.myhome.ge/pr/20625592/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა გლდანში,120000 $,110 m²,4.0,გლდანი - VIII მ/რ ,agent,ANA,https://www.myhome.ge/pr/20659860/iyideba-4-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდ დიღომში,52650 $,81 m²,4.0,დემეტრე თავდადებულის ქუჩა ,agent,ნინა,https://www.myhome.ge/pr/18062658/iyideba-4-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,33410 $,51.4 m²,2.0,დემეტრე თავდადებულის ქუჩა ,agent,ნინა,https://www.myhome.ge/pr/18062204/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,43008 $,51.2 m²,2.0,გიორგი ბრწყინვალეს ქ. 46,developer,ლილი,https://www.myhome.ge/pr/20206099/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,45500 $,70 m²,3.0,დემეტრე თავდადებულის ქუჩა ,agent,ნინა,https://www.myhome.ge/pr/18062277/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა მუხიანში,91377 $,92.3 m²,4.0,ა. გობრონიძის ქ. 32,developer,unity,https://www.myhome.ge/pr/20659755/iyideba-4-otaxiani-bina-muxianshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდ დიღომში,88800 $,125.5 m²,4.0,დემეტრე თავდადებულის ქუჩა ,agent,ნინა,https://www.myhome.ge/pr/18066873/iyideba-4-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,30485 $,46.9 m²,2.0,დემეტრე თავდადებულის ქუჩა ,agent,ნინა,https://www.myhome.ge/pr/18061295/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,145000 $,86 m²,3.0,გაგარინის ქ. ,physical,Luna,https://www.myhome.ge/pr/20600120/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,83000 $,66 m²,3.0,დავარის ქ. ,agent,დათო,https://www.myhome.ge/pr/20659838/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა მუხიანში,54846 $,55.4 m²,2.0,ა. გობრონიძის ქ. 32,developer,unity,https://www.myhome.ge/pr/20659513/iyideba-2-otaxiani-bina-muxianshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა მუხიანში,55341 $,55.9 m²,2.0,ა. გობრონიძის ქ. 32,developer,unity,https://www.myhome.ge/pr/20659549/iyideba-2-otaxiani-bina-muxianshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა მუხიანში,66132 $,66.8 m²,3.0,ა. გობრონიძის ქ. 32,developer,unity,https://www.myhome.ge/pr/20659589/iyideba-3-otaxiani-bina-muxianshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა მუხიანში,72270 $,73 m²,4.0,ა. გობრონიძის ქ. 32,developer,unity,https://www.myhome.ge/pr/20659714/iyideba-4-otaxiani-bina-muxianshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა მოსკოვის გამზირზე,73000 $,59.1 m²,3.0,მოსკოვის გამზირი ,agent,L,https://www.myhome.ge/pr/20265006/iyideba-3-otaxiani-bina-moskovis-gamzirze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,95000 $,50 m²,2.0,მარშალი გელოვანი გამზირი ,physical,მარიამი,https://www.myhome.ge/pr/20567180/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა სამგორში,45000 $,45.5 m²,2.0,ქინძმარაულის შეს. ,agent,სვეტლანა,https://www.myhome.ge/pr/20564485/iyideba-2-otaxiani-bina-samgorshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,105000 $,98 m²,3.0,შ. ნუცუბიძის ქ. ,physical,SV,https://www.myhome.ge/pr/20525630/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,115000 $,90 m²,3.0,მიხეილ თამარაშვილის ქუჩა ,physical,SV,https://www.myhome.ge/pr/20486287/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,72000 $,82 m²,3.0,დემეტრე თავდადებულის ქუჩა 38ბ,physical,რომა,https://www.myhome.ge/pr/20659052/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,310000 $,70 m²,3.0,ცინცაძე ს. ქ. 77,physical,მიშა,https://www.myhome.ge/pr/20658493/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,135000 $,110 m²,3.0,ოთარ ლორთქიფანიძის ქუჩა ,agent,ლელა,https://www.myhome.ge/pr/20324475/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა საბურთალოზე,100000 $,92 m²,4.0,ვაჟა-ფშაველას ჩიხ. ,physical,მარიამი,https://www.myhome.ge/pr/20230954/iyideba-4-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ნაძალადევში,85000 $,65 m²,3.0,გურამიშვილის გამზირი 69,physical,ლუკა,https://www.myhome.ge/pr/20528782/iyideba-3-otaxiani-bina-nadzaladevshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,119000 $,55 m²,2.0,უნივერსიტეტის ქ. ,physical,სოფო,https://www.myhome.ge/pr/18834658/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 5 ოთახიანი ბინა ვარკეთილში,95000 $,107 m²,5.0,ვარკეთილი 3- 2 მ/რ ,agent,დათო,https://www.myhome.ge/pr/20623633/iyideba-5-otaxiani-bina-varketilshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,107000 $,59 m²,3.0,დოლიძე ვ. ქ. 8,physical,F,https://www.myhome.ge/pr/20299530/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიღმის მასივში,47000 $,60.9 m²,2.0,გოგიძე შ. ქ. 4,physical,ირაკლი,https://www.myhome.ge/pr/19363467/iyideba-2-otaxiani-bina-dighmis-masivshi/,VIP_PLUS
იყიდება 1 ოთახიანი ბინა ავლაბარში,115000 $,75 m²,1.0,"გუთნის ქუჩა #33-57, 32-60 ",physical,ნიკა,https://www.myhome.ge/pr/19168252/iyideba-1-otaxiani-bina-avlabarshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,119000 $,55 m²,2.0,ოთარ ლორთქიფანიძის ქუჩა 5,physical,სოფო,https://www.myhome.ge/pr/18832312/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდ დიღომში,95000 $,88 m²,4.0,მირიან მეფის ქ. ,physical,ილია,https://www.myhome.ge/pr/19951021/iyideba-4-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,75000 $,60 m²,3.0,ჟ. ტურნეფორის ქ. ,physical,ილია,https://www.myhome.ge/pr/20271113/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,82000 $,74 m²,3.0,მირიან მეფის ქ. ,physical,ილია,https://www.myhome.ge/pr/20153414/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,92000 $,88 m²,3.0,მირიან მეფის ქ. ,physical,ილია,https://www.myhome.ge/pr/18526790/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,66000 $,55 m²,3.0,მირიან მეფის ქ. ,physical,ილია,https://www.myhome.ge/pr/19951178/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,65500 $,45 m²,2.0,ასმათის ქ. ,physical,ა,https://www.myhome.ge/pr/20354717/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,66000 $,55 m²,3.0,მირიან მეფის ქ. ,physical,ილია,https://www.myhome.ge/pr/19950429/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,35490 $,50.7 m²,2.0,დემეტრე თავდადებულის ქუჩა 40,agent,ნინა,https://www.myhome.ge/pr/20506311/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა სამგორში,68000 $,47 m²,2.0,გრ. ლორთქიფანიძის ქ. 1ა,physical,გიორგი,https://www.myhome.ge/pr/20657836/iyideba-2-otaxiani-bina-samgorshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა ვეძისში,200500 $,184.88 m²,4.0,ონიაშვილის ქ 3,physical,თინი,https://www.myhome.ge/pr/17618023/iyideba-4-otaxiani-bina-vedzisshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ვერაზე,150000 $,57 m²,2.0,ბარნოვის ქ.,agent,დიმა,https://www.myhome.ge/pr/20643133/iyideba-2-otaxiani-bina-veraze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,68000 $,59 m²,3.0,მირიან მეფის ქ. 89,physical,ილია,https://www.myhome.ge/pr/20400455/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიღომი 1-9-ში,118000 $,94 m²,3.0,გრ. ფერაძის II შეს. ,agent,amiran,https://www.myhome.ge/pr/14471745/iyideba-3-otaxiani-bina-dighomi-1-9-shi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა ჩუღურეთში,170000 $,110 m²,4.0,აღმაშენებლის გამზ. 189,physical,თამარი,https://www.myhome.ge/pr/20503117/iyideba-4-otaxiani-bina-chughuretshi/,VIP_PLUS
იყიდება 5 ოთახიანი ბინა საბურთალოზე,340000 $,180.67 m²,5.0,ცინცაძე ს. ქ. ,physical,მერაბი,https://www.myhome.ge/pr/19942822/iyideba-5-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდ დიღომში,95200 $,112 m²,4.0,ფარნავაზ მეფის გამზ. ,physical,გიორგი,https://www.myhome.ge/pr/20196436/iyideba-4-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა საბურთალოზე,480000 $,196 m²,4.0,მიხეილ ასათიანის ქუჩა ,physical,დავით,https://www.myhome.ge/pr/19600401/iyideba-4-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,145000 $,81.5 m²,3.0,ა. პოლიტკოვსკაიას ქუჩა (ჯიქია) ,physical,Merab,https://www.myhome.ge/pr/17382221/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა საბურთალოზე,305000 $,138 m²,4.0,მიხეილ თამარაშვილის ქუჩა ,agent,amiran,https://www.myhome.ge/pr/19702937/iyideba-4-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ბაგებში,119000 $,65.5 m²,3.0,წყნეთის გზატკეცილი II ჩიხ. ,agent,Amiran,https://www.myhome.ge/pr/20602089/iyideba-3-otaxiani-bina-bagebshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა თემქაზე,78000 $,80 m²,3.0,თემქა - ზღვისუბანი IV მ/რ ,physical,მომხმარებელი,https://www.myhome.ge/pr/20657518/iyideba-3-otaxiani-bina-temqaze/,VIP_PLUS
იყიდება 5 ოთახიანი ბინა ორთაჭალაში,180000 $,110 m²,5.0,ვ. გორგასალის ქ. 39,agent,Artem,https://www.myhome.ge/pr/20081889/iyideba-5-otaxiani-bina-ortachalashi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ისანში,89000 $,54 m²,2.0,ნავთლუღის ქ. 10,physical,მარიამი,https://www.myhome.ge/pr/20657541/iyideba-2-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 5 ოთახიანი ბინა საბურთალოზე,450000 $,203 m²,5.0,გ. კარტოზიას ქ. ,agent,amiran,https://www.myhome.ge/pr/19703216/iyideba-5-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა აბანოთუბანში,155000 $,80 m²,2.0,ერეკლე II -ის ქ ,agent,ანი,https://www.myhome.ge/pr/19190385/iyideba-2-otaxiani-bina-abanotubanshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა სამგორში,57750 $,55 m²,2.0,სამგორის ქ. ,physical,გელა,https://www.myhome.ge/pr/20444101/iyideba-2-otaxiani-bina-samgorshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა გლდანში,113000 $,80 m²,3.0,კეცხოველის ქუჩა; ყველა ლუწი 16,physical,დავითი,https://www.myhome.ge/pr/20573104/iyideba-3-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,82500 $,64 m²,3.0,რამაზის ქ. ,physical,სამშენებლო სარემონტო კომპანია,https://www.myhome.ge/pr/20388354/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,65500 $,46 m²,2.0,რამაზის ქ. ,physical,სამშენებლო სარემონტო კომპანია,https://www.myhome.ge/pr/20482228/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა ვაზისუბანში,128000 $,100 m²,4.0,დ. კვაჭანტირაძის ქ. ,physical,თ.,https://www.myhome.ge/pr/20657163/iyideba-4-otaxiani-bina-vazisubanshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,74500 $,52 m²,2.0,ნესტან-დარეჯანის ქ. ,physical,მიშა,https://www.myhome.ge/pr/19983270/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,62500 $,38 m²,2.0,რამაზის ქ. ,physical,მიშა,https://www.myhome.ge/pr/20546097/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ისანში,106500 $,62 m²,3.0,ქეთევან წამებულის გამზირი ,physical,mari,https://www.myhome.ge/pr/20241409/iyideba-3-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,80500 $,64 m²,3.0,რამაზის ქ. ,physical,სამშენებლო სარემონტო კომპანია,https://www.myhome.ge/pr/20107766/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,90000 $,79.1 m²,3.0,ფარნავაზ მეფის გამზ. 34,physical,ნინო,https://www.myhome.ge/pr/20656931/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ვაზისუბანში,98000 $,75 m²,3.0,პატარიძის ქუჩა ,agent,დსვით,https://www.myhome.ge/pr/20624710/iyideba-3-otaxiani-bina-vazisubanshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ვარკეთილში,76000 $,63 m²,2.0,ჯავახეთის ქ. 1,physical,სოფო,https://www.myhome.ge/pr/20083429/iyideba-2-otaxiani-bina-varketilshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,95500 $,64 m²,3.0,რამაზის ქ. ,physical,მიშა,https://www.myhome.ge/pr/20602200/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,60500 $,36 m²,2.0,რამაზის ქ. ,physical,მიშა,https://www.myhome.ge/pr/20602177/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,96500 $,65 m²,3.0,რამაზის ქ. ,physical,მიშა,https://www.myhome.ge/pr/20614258/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,87000 $,43 m²,2.0,გაგარინის ქ. 14,physical,ომარი,https://www.myhome.ge/pr/20449188/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ნუცუბიძის ფერდობზე,60000 $,48.37 m²,2.0,ნუცუბიძის პლ. - IV მ/რ ,physical,ნონა,https://www.myhome.ge/pr/20644038/iyideba-2-otaxiani-bina-nutsubidzis-ferdobze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,150000 $,111 m²,3.0,ქავთარაძის ქ. 22დ,physical,სოსო,https://www.myhome.ge/pr/20589390/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ვაკეში,115000 $,56.1 m²,3.0,შატბერაშვილის ქ. 039,agent,მაია,https://www.myhome.ge/pr/20636787/iyideba-3-otaxiani-bina-vakeshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ლისზე,89900 $,42.8 m²,2.0,ლეო კვაჭაძის ქუჩა 19,physical,სერგო,https://www.myhome.ge/pr/20231833/iyideba-2-otaxiani-bina-lisze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,155000 $,80 m²,3.0,ბახტრიონის ქ. 28,physical,ტატა,https://www.myhome.ge/pr/20577217/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,45232 $,51.4 m²,2.0,ი. პეტრიწის ქ. ,agent,ქრისტინე,https://www.myhome.ge/pr/17088390/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,79000 $,59.4 m²,2.0,შ. ნუცუბიძის ქ. 125,physical,ანა,https://www.myhome.ge/pr/20167390/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,79000 $,40.1 m²,2.0,Avto Varazi,physical,ზურა,https://www.myhome.ge/pr/20299051/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,121000 $,61 m²,2.0,ბ. კვერნაძის ქ. 29,physical,Tiko,https://www.myhome.ge/pr/20449439/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,98000 $,60 m²,3.0,ნასიძის ქუჩა 2,physical,Tiko,https://www.myhome.ge/pr/20362288/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,73000 $,52 m²,2.0,Mrian mepe,agent,Mahi,https://www.myhome.ge/pr/20656716/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა ვერაზე,308000 $,120 m²,4.0,ს. ჭიაურელის ქ. 88,physical,$,https://www.myhome.ge/pr/20217717/iyideba-4-otaxiani-bina-veraze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ბაგებში,115000 $,61.2 m²,2.0,წყნეთის გზატკეცილი 7,agent,davit,https://www.myhome.ge/pr/20034764/iyideba-2-otaxiani-bina-bagebshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,71000 $,49.83 m²,2.0,მირიან მეფის ქ. ,physical,ana,https://www.myhome.ge/pr/20257352/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ნუცუბიძის ფერდობზე,173000 $,96 m²,3.0,ჩხიკვაძის ქუჩა; შესახვევი 16,physical,მამუკა,https://www.myhome.ge/pr/20627203/iyideba-3-otaxiani-bina-nutsubidzis-ferdobze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდუბეში,130000 $,81.5 m²,3.0,მირცხულავას ქუჩა 9,physical,ბადრი,https://www.myhome.ge/pr/20642417/iyideba-3-otaxiani-bina-didubeshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა გლდანში,92000 $,67 m²,3.0,ნანეიშვილი ვლ. ქუჩა ,physical,ნათია,https://www.myhome.ge/pr/20428315/iyideba-3-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ლისზე,123000 $,58.6 m²,3.0,ლეო კვაჭაძის ქუჩა 19,physical,სერგო,https://www.myhome.ge/pr/20573890/iyideba-3-otaxiani-bina-lisze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ჩუღურეთში,200000 $,115 m²,3.0,გამცემლიძის ქუჩა 16,agent,დავით,https://www.myhome.ge/pr/20564700/iyideba-3-otaxiani-bina-chughuretshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,287840 $,112 m²,3.0,მიხეილ ასათიანის ქუჩა 10,physical,Ruso,https://www.myhome.ge/pr/20656644/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,92000 $,88 m²,3.0,მირიან მეფის ქ. ,agent,ნიკა,https://www.myhome.ge/pr/14604633/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,250000 $,81 m²,2.0,მიხეილ ასათიანის ქუჩა 10,physical,Ruso,https://www.myhome.ge/pr/20608382/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,178000 $,93.6 m²,3.0,შ. ნუცუბიძის ქ. 125,physical,დავით,https://www.myhome.ge/pr/20308247/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდ დიღომში,82491 $,88.7 m²,4.0,დემეტრე თავდადებულის ქუჩა 40,physical,ელენე,https://www.myhome.ge/pr/20572325/iyideba-4-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდ დიღომში,95000 $,89 m²,4.0,მირიან მეფის ქ. ,agent,NN,https://www.myhome.ge/pr/17174775/iyideba-4-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,66000 $,55 m²,3.0,მირიან მეფის ქ. 89,agent,N N,https://www.myhome.ge/pr/19557557/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,39500 $,37 m²,2.0,დემეტრე თავდადებულის ქუჩა 53,physical,გიორგი,https://www.myhome.ge/pr/20126194/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა გლდანში,78000 $,55 m²,2.0,მარატ ნოზაძის ქუჩა ,physical,მაკა,https://www.myhome.ge/pr/20344987/iyideba-2-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდუბეში,137000 $,85 m²,3.0,მირცხულავას ქუჩა ,physical,პ,https://www.myhome.ge/pr/20516462/iyideba-3-otaxiani-bina-didubeshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,62500 $,48.6 m²,2.0,არჩილ მეფის ქ. 3,physical,ნათია,https://www.myhome.ge/pr/20614538/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,70500 $,53.8 m²,2.0,დავარის ქ. 45ა,physical,ნათია,https://www.myhome.ge/pr/20353790/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ნუცუბიძის ფერდობზე,87500 $,103.7 m²,3.0,ჟღენტი ბესოს ქუჩა 6,agent,LANA,https://www.myhome.ge/pr/20569758/iyideba-3-otaxiani-bina-nutsubidzis-ferdobze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა ნაძალადევში,145000 $,120 m²,4.0,დადიანის ქ. 0,agent,ლევანი,https://www.myhome.ge/pr/20498905/iyideba-4-otaxiani-bina-nadzaladevshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდუბეში,160000 $,91 m²,3.0,წყალტუბოს ქუჩა 24ა,physical,ტიტი,https://www.myhome.ge/pr/20656549/iyideba-3-otaxiani-bina-didubeshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,76000 $,46 m²,2.0,მარშალი გელოვანი გამზირი 52,physical,otari,https://www.myhome.ge/pr/20535851/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა ისანში,170000 $,145.5 m²,4.0,ნავთლუღის ქ. 10,physical,x,https://www.myhome.ge/pr/20624951/iyideba-4-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ნაძალადევში,122500 $,74 m²,3.0,დადიანის ქ. 207,physical,სოსო,https://www.myhome.ge/pr/20515835/iyideba-3-otaxiani-bina-nadzaladevshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,112000 $,77.2 m²,3.0,ა. პოლიტკოვსკაიას ქუჩა (ჯიქია) ,agent,შოთა,https://www.myhome.ge/pr/20656581/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა გლდანში,120000 $,74 m²,2.0,კეცხოველის ქუჩა; ყველა კენტი 72a,physical,Nika,https://www.myhome.ge/pr/20033946/iyideba-2-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა გლდანში,122000 $,83 m²,3.0,ქერჩის ქ. ,physical,ლაშა,https://www.myhome.ge/pr/20246832/iyideba-3-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 1 ოთახიანი ბინა დიღმის მასივში,55000 $,32 m²,1.0,დიღმის მასივი - VI კვარტალი ,physical,ნათია,https://www.myhome.ge/pr/20498750/iyideba-1-otaxiani-bina-dighmis-masivshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდუბეში,180000 $,118.4 m²,4.0,კოსმონავტების სანაპ. ,physical,გიორგი,https://www.myhome.ge/pr/18721756/iyideba-4-otaxiani-bina-didubeshi/,VIP_PLUS
