Title,Price,Area,Rooms,Address,Owner Type,Owner Name,URL,Class
იყიდება 1 ოთახიანი ბინა დიდ დიღომში,65500 $,53 m²,1.0,მირიან მეფის ქ. ,developer,სამშენებლო,https://www.myhome.ge/pr/20624687/iyideba-1-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,65500 $,49 m²,2.0,მირიან მეფის ქ. ,developer,სამშენებლო,https://www.myhome.ge/pr/20396763/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,66000 $,53 m²,2.0,მირიან მეფის ქ. ,developer,სამშენებლო,https://www.myhome.ge/pr/19273107/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდ დიღომში,95000 $,75 m²,4.0,თინათინის  ქ. ,developer,სამშენებლო,https://www.myhome.ge/pr/19830715/iyideba-4-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,79000 $,57 m²,2.0,მირიან მეფის ქ. ,developer,სამშენებლო,https://www.myhome.ge/pr/19744529/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ვერაზე,183000 $,140 m²,3.0,გოგებაშვილის ქ. 30,physical,მარინა,https://www.myhome.ge/pr/19142661/iyideba-3-otaxiani-bina-veraze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ისანში,64000 $,47.03 m²,2.0,ბერი გაბრიელ სალოსის გამზ. ,physical,გვანცა,https://www.myhome.ge/pr/20572528/iyideba-2-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,128000 $,92 m²,3.0,ფარნავაზ მეფის გამზ. 35,physical,ლაშა,https://www.myhome.ge/pr/18823681/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 1 ოთახიანი ბინა საბურთალოზე,67000 $,39.65 m²,1.0,ცაგარელის ქუჩა 50,physical,Giorgi,https://www.myhome.ge/pr/20646752/iyideba-1-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ვაკეში,187600 $,67 m²,2.0,მცხეთის I ჩიხი 17,physical,გიორგი,https://www.myhome.ge/pr/20602293/iyideba-2-otaxiani-bina-vakeshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა კრწანისში,168520 $,77 m²,3.0,გრ. ვოლსკის ქ. 7,agent,Olga,https://www.myhome.ge/pr/18993456/iyideba-3-otaxiani-bina-krwanisshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა მოსკოვის გამზირზე,52000 $,48.25 m²,3.0,მოსკოვის გამზირი ,physical,დავითი,https://www.myhome.ge/pr/20493527/iyideba-3-otaxiani-bina-moskovis-gamzirze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ნაძალადევში,145000 $,84 m²,3.0,ზესტაფონის ქუჩა;  ჩიხი 18,physical,ბაჩო,https://www.myhome.ge/pr/20589709/iyideba-3-otaxiani-bina-nadzaladevshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ლისზე,142450 $,77 m²,3.0,ა. ვარაზის ქ. 28ა,physical,ლევან,https://www.myhome.ge/pr/20320125/iyideba-3-otaxiani-bina-lisze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ისანში,65000 $,50 m²,2.0,ბერი გაბრიელ სალოსის გამზ. 47,physical,ლევანი,https://www.myhome.ge/pr/20133917/iyideba-2-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 1 ოთახიანი ბინა გლდანში,38000 $,27.41 m²,1.0,ქერჩის ქ. 6,physical,ავთო,https://www.myhome.ge/pr/20646939/iyideba-1-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ორთაჭალაში,45000 $,32 m²,2.0,ვ. გორგასალის ქ. 103,physical,საბა,https://www.myhome.ge/pr/20582674/iyideba-2-otaxiani-bina-ortachalashi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,68000 $,36 m²,2.0,ფანასკერტელ-ციციშვილის ქ. 11,physical,ტატა,https://www.myhome.ge/pr/20556312/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,80000 $,44 m²,2.0,ფანასკერტელ-ციციშვილის ქ. 11,physical,ტატა,https://www.myhome.ge/pr/20556319/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,268000 $,86 m²,3.0,შარტავას ქ. 29,physical,თეო,https://www.myhome.ge/pr/20109303/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ნაძალადევში,100000 $,67 m²,3.0,ჭყონდიდელის ქუჩა 34,physical,თათა,https://www.myhome.ge/pr/20070179/iyideba-3-otaxiani-bina-nadzaladevshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,107000 $,77.1 m²,3.0,გიორგი ბრწყინვალეს ქ. 54,physical,თაკო,https://www.myhome.ge/pr/20516107/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ვაშლიჯვარში,71000 $,47 m²,2.0,არზაყან ემუხვარის ქ. 12,physical,გიორგი,https://www.myhome.ge/pr/20331125/iyideba-2-otaxiani-bina-vashlijvarshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,84000 $,53.1 m²,2.0,პ. იბერის ქ. ,physical,თამარი,https://www.myhome.ge/pr/20646021/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,109000 $,77.1 m²,3.0,გიორგი ბრწყინვალეს ქ. 54,physical,თაკო,https://www.myhome.ge/pr/20556379/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიღომი 1-9-ში,70000 $,67.2 m²,2.0,ბობ უოლშის ქუჩა ,physical,ი,https://www.myhome.ge/pr/19881618/iyideba-2-otaxiani-bina-dighomi-1-9-shi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,127000 $,59 m²,2.0,ანჯაფარიძე ზ. II შეს. 8,physical,თათია,https://www.myhome.ge/pr/19830416/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 1 ოთახიანი ბინა საბურთალოზე,60000 $,36.04 m²,1.0,ჩიქოვანი ს. ქ. ,physical,გიორგი,https://www.myhome.ge/pr/20601543/iyideba-1-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ნუცუბიძის ფერდობზე,87500 $,74 m²,3.0,ჟღენტი ბესოს ქუჩა 74,physical,თენგიზი,https://www.myhome.ge/pr/20254106/iyideba-3-otaxiani-bina-nutsubidzis-ferdobze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,178000 $,60 m²,2.0,გიორგი დანელიას ქუჩა ,physical,თამარი,https://www.myhome.ge/pr/20256726/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა საბურთალოზე,295000 $,119 m²,4.0,მინდელის ქუჩა ,physical,თამარი,https://www.myhome.ge/pr/20430662/iyideba-4-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,88200 $,63 m²,2.0,აბულაძე ი. ქ. ,physical,თორნიკე,https://www.myhome.ge/pr/20644792/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,135000 $,87 m²,3.0,ვაჟა-ფშაველა - II კვარტალი 29,physical,გიორგი,https://www.myhome.ge/pr/19233249/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,91000 $,65 m²,2.0,აბულაძე ი. ქ. 25,physical,თორნიკე,https://www.myhome.ge/pr/20644809/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა გლდანში,95000 $,71 m²,3.0,"გლდანი, 4 მიკრო",physical,ფიქრია,https://www.myhome.ge/pr/20644490/iyideba-3-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ნაძალადევში,122000 $,73 m²,3.0,დადიანის ქ. 207,physical,მარი,https://www.myhome.ge/pr/20643761/iyideba-3-otaxiani-bina-nadzaladevshi/,VIP_PLUS
იყიდება 5 ოთახიანი ბინა ვაზისუბანში,91000 $,110 m²,5.0,დავითაიას ქუჩა 30,physical,დავითი,https://www.myhome.ge/pr/20573778/iyideba-5-otaxiani-bina-vazisubanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ჩუღურეთში,235000 $,132 m²,3.0,წინამძღვრიშვილის ქუჩა 57,physical,სოსო,https://www.myhome.ge/pr/20359756/iyideba-3-otaxiani-bina-chughuretshi/,VIP_PLUS
იყიდება 6 ოთახიანი ბინა ვარკეთილში,121000 $,122 m²,7.0,თაყაიშვილის ს. ქუჩა ,physical,მეპატრონე,https://www.myhome.ge/pr/19798773/iyideba-6-otaxiani-bina-varketilshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდუბეში,133900 $,103 m²,4.0,ნ. ხოშარაულის ქ. 28,physical,Heydar,https://www.myhome.ge/pr/20342288/iyideba-4-otaxiani-bina-didubeshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა საბურთალოზე,243200 $,152 m²,4.0,უნივერსიტეტის ქ. 6,physical,ნინო,https://www.myhome.ge/pr/18920308/iyideba-4-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,160000 $,135 m²,3.0,"პეკინის გამზირი #27-45, 28-46 39",physical,ალექსანდრე,https://www.myhome.ge/pr/15671946/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ლისზე,128000 $,100 m²,3.0,ა. ვარაზის ქ. 2,physical,მიხეილი,https://www.myhome.ge/pr/20574099/iyideba-3-otaxiani-bina-lisze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ვერაზე,200000 $,110 m²,2.0,ე. ტატიშვილის ქ. ,physical,ლიკა,https://www.myhome.ge/pr/20538126/iyideba-2-otaxiani-bina-veraze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ორთაჭალაში,87860 $,76.4 m²,3.0,ვ. გორგასალის ქ. 40,physical,ნინო,https://www.myhome.ge/pr/20642043/iyideba-3-otaxiani-bina-ortachalashi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,86900 $,79 m²,3.0,დიდი დიღომი - III მ/რ 11,physical,იგორ,https://www.myhome.ge/pr/19103520/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,150000 $,94 m²,3.0,Shartava,agent,Mahi,https://www.myhome.ge/pr/20436830/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,175000 $,75.5 m²,3.0,Politkovskaya,agent,Mahi,https://www.myhome.ge/pr/20436274/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,182000 $,70 m²,2.0,პავლე ასლანიდის ქუჩა 12,agent,Mahi,https://www.myhome.ge/pr/20603479/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ორთაჭალაში,59570 $,51.8 m²,2.0,ვ. გორგასალის ქ. 40,physical,ნინო,https://www.myhome.ge/pr/20425377/iyideba-2-otaxiani-bina-ortachalashi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,63000 $,41 m²,2.0,miran mepe,agent,Mahi,https://www.myhome.ge/pr/20641261/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ისანში,125000 $,80 m²,3.0,ნავთლუღის ქ. 10,physical,Beka,https://www.myhome.ge/pr/20641381/iyideba-3-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,133760 $,83.6 m²,3.0,შ. ნუცუბიძის ქ. 76ა,physical,გოგა,https://www.myhome.ge/pr/20602009/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ნუცუბიძის ფერდობზე,150000 $,65 m²,2.0,პ. დათუაშვილის ქ. 5,physical,mikheili,https://www.myhome.ge/pr/20459277/iyideba-2-otaxiani-bina-nutsubidzis-ferdobze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა ვერაზე,744900 $,187 m²,4.0,ბროსეს ქუჩა; ჩიხი 2,physical,დავითი,https://www.myhome.ge/pr/16812566/iyideba-4-otaxiani-bina-veraze/,VIP_PLUS
იყიდება 6 ოთახიანი ბინა ნაძალადევში,180000 $,152 m²,7.0,დადიანის ქ. ,physical,რამაზან,https://www.myhome.ge/pr/20538628/iyideba-6-otaxiani-bina-nadzaladevshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ვაკეში,163000 $,56.9 m²,2.0,ავალიშვილი ზ. ქ. 8,physical,დალი,https://www.myhome.ge/pr/20373288/iyideba-2-otaxiani-bina-vakeshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ისანში,105000 $,76.4 m²,3.0,ბერი გაბრიელ სალოსის გამზ. 1,physical,საბა,https://www.myhome.ge/pr/20636769/iyideba-3-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 6 ოთახიანი ბინა ვაკეში,530000 $,230 m²,7.0,ილია ჭავჭავაძის გამზირი 83,physical,ანასტასია,https://www.myhome.ge/pr/20621338/iyideba-6-otaxiani-bina-vakeshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიღმის მასივში,85000 $,38 m²,2.0,ა. ბელიაშვილის ქ. 68,physical,Lasha,https://www.myhome.ge/pr/20308810/iyideba-2-otaxiani-bina-dighmis-masivshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,238510 $,103.7 m²,3.0,მიხეილ თამარაშვილის ქუჩა ,physical,ლელი,https://www.myhome.ge/pr/18369212/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,115000 $,60 m²,3.0,ტანძიის ქ. ,physical,ბროკერი,https://www.myhome.ge/pr/19198133/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 5 ოთახიანი ბინა ჩუღურეთში,223000 $,162 m²,5.0,წინამძღვრიშვილის ქუჩა 1,physical,დავითი,https://www.myhome.ge/pr/20624792/iyideba-5-otaxiani-bina-chughuretshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,175000 $,75.2 m²,3.0,მინდელის ქუჩა 11,physical,ნინი,https://www.myhome.ge/pr/20430549/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 1 ოთახიანი ბინა ვარკეთილში,47000 $,33 m²,1.0,მ. გახოკიძის ქ. 62,physical,შოთა,https://www.myhome.ge/pr/20607935/iyideba-1-otaxiani-bina-varketilshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა კრწანისში,165000 $,62 m²,2.0,კრწანისის ქ. 49,physical,სანდრო,https://www.myhome.ge/pr/20373113/iyideba-2-otaxiani-bina-krwanisshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ისანში,81070 $,73.7 m²,3.0,ქეთევან წამებულის გამზირი ,agent,სახლი 71,https://www.myhome.ge/pr/13454214/iyideba-3-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა გლდანში,60000 $,50.2 m²,2.0,ქერჩის ქ. 14,physical,მაია,https://www.myhome.ge/pr/20543290/iyideba-2-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ისანში,47840 $,46 m²,2.0,ქეთევან წამებულის გამზირი ,agent,სახლი 71,https://www.myhome.ge/pr/15631117/iyideba-2-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,68000 $,72.3 m²,3.0,თეიმურაზ I ქ. 18,physical,მამუკა,https://www.myhome.ge/pr/20616071/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ისანში,50290 $,47 m²,2.0,ქეთევან წამებულის გამზირი ,agent,სახლი 71,https://www.myhome.ge/pr/15631056/iyideba-2-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ისანში,52520 $,50.5 m²,2.0,ქეთევან წამებულის გამზირი 71,agent,სახლი 71,https://www.myhome.ge/pr/18588969/iyideba-2-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ისანში,55640 $,53.5 m²,2.0,ქეთევან წამებულის გამზირი 71,agent,სახლი 71,https://www.myhome.ge/pr/18588535/iyideba-2-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,120274 $,78.1 m²,3.0,შ. ნუცუბიძის ქ. 125ა,physical,ირაკლი დოლიძე,https://www.myhome.ge/pr/19284382/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ისანში,50290 $,47 m²,2.0,ქეთევან წამებულის გამზირი ,agent,სახლი 71,https://www.myhome.ge/pr/15630931/iyideba-2-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ისანში,75192 $,72.3 m²,3.0,ქეთევან წამებულის გამზირი ,agent,სახლი 71,https://www.myhome.ge/pr/15646094/iyideba-3-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ისანში,63125 $,62.5 m²,3.0,ქეთევან წამებულის გამზირი 71,agent,სახლი 71,https://www.myhome.ge/pr/18561028/iyideba-3-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა გლდანში,80000 $,95 m²,4.0,კობახიძე ბ. ქ. 36,physical,ვახო,https://www.myhome.ge/pr/20474835/iyideba-4-otaxiani-bina-gldanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ჩუღურეთში,210000 $,115 m²,3.0,"წინამძღვრიშვილი მიხეილის ქუჩა #1-73, 2-92 ",physical,თორნიკე,https://www.myhome.ge/pr/20079992/iyideba-3-otaxiani-bina-chughuretshi/,VIP_PLUS
იყიდება 1 ოთახიანი ბინა ვარკეთილში,66585 $,57.9 m²,1.0,მ. გახოკიძის ქ. 165დ,developer,ხატია,https://www.myhome.ge/pr/20585964/iyideba-1-otaxiani-bina-varketilshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,85750 $,49 m²,2.0,უნივერსიტეტის ქ. ,physical,niko,https://www.myhome.ge/pr/20456112/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 5 ოთახიანი ბინა ნაძალადევში,187000 $,170 m²,5.0,ზესტაფონის ქუჩა;  ჩიხი 5,physical,გურამი,https://www.myhome.ge/pr/20589767/iyideba-5-otaxiani-bina-nadzaladevshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ბაგებში,92000 $,56 m²,2.0,"ბაგები, ამაღლობელის ქუჩა",physical,ქრისტინე,https://www.myhome.ge/pr/20246666/iyideba-2-otaxiani-bina-bagebshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა დიდ დიღომში,158000 $,227 m²,4.0,4000 მესხის ქ. ,physical,Temuri,https://www.myhome.ge/pr/17547524/iyideba-4-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ვარკეთილში,66585 $,57.9 m²,2.0,მ. გახოკიძის ქ. 165დ,developer,ედენ ესთეითი,https://www.myhome.ge/pr/20586360/iyideba-2-otaxiani-bina-varketilshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ვაკეში,260000 $,70 m²,3.0,ილია ჭავჭავაძის გამზირი 80,physical,Гуля,https://www.myhome.ge/pr/20491229/iyideba-3-otaxiani-bina-vakeshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა საბურთალოზე,147000 $,117 m²,4.0,შ. ნუცუბიძის ქ. ,physical,ლიკა,https://www.myhome.ge/pr/20589143/iyideba-4-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 6 ოთახიანი ბინა ისანში,300000 $,365 m²,7.0,პატარძეულის ქუჩა ,physical,ნიკა,https://www.myhome.ge/pr/19503121/iyideba-6-otaxiani-bina-isanshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ვაშლიჯვარში,96000 $,93 m²,3.0,გოძიაშვილი ვ. ქ. ,physical,თათია,https://www.myhome.ge/pr/20247352/iyideba-3-otaxiani-bina-vashlijvarshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ნაძალადევში,82000 $,50 m²,2.0,ჭყონდიდელის ქუჩა 36ა,physical,დავითი,https://www.myhome.ge/pr/20578734/iyideba-2-otaxiani-bina-nadzaladevshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,58000 $,52 m²,2.0,მირიან მეფის ქ. 8,physical,გიორგი,https://www.myhome.ge/pr/20466063/iyideba-2-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ვარკეთილში,66585 $,57.9 m²,3.0,მ. გახოკიძის ქ. 165დ,developer,ხატია,https://www.myhome.ge/pr/20581992/iyideba-3-otaxiani-bina-varketilshi/,VIP_PLUS
იყიდება 5 ოთახიანი ბინა მთაწმინდაზე,555000 $,164 m²,5.0,შევჩენკოს ქუჩა 1,physical,მესაკუთრე,https://www.myhome.ge/pr/20444351/iyideba-5-otaxiani-bina-mtawmindaze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა საბურთალოზე,93576 $,55.7 m²,3.0,მარშალი გელოვანი გამზირი ,physical,ლევანი,https://www.myhome.ge/pr/20267037/iyideba-3-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა დიდ დიღომში,76000 $,80 m²,3.0,პ. იბერის ქ. 26,physical,ანუკი,https://www.myhome.ge/pr/19271619/iyideba-3-otaxiani-bina-did-dighomshi/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა აბანოთუბანში,256000 $,101 m²,4.0,აბანოს შესახვევი 49,physical,Alisa,https://www.myhome.ge/pr/18131663/iyideba-4-otaxiani-bina-abanotubanshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა საბურთალოზე,80000 $,60 m²,2.0,შ. ნუცუბიძის ქ. 26,physical,ნიკა,https://www.myhome.ge/pr/20530544/iyideba-2-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა ვაკეში,272000 $,45 m²,2.0,ილია ჭავჭავაძის გამზირი 32,physical,Алиса,https://www.myhome.ge/pr/19472331/iyideba-2-otaxiani-bina-vakeshi/,VIP_PLUS
იყიდება 2 ოთახიანი ბინა მუხიანში,100000 $,52 m²,2.0,მ. ბრონშტეინის ქ. 5,physical,ლაშა,https://www.myhome.ge/pr/20399429/iyideba-2-otaxiani-bina-muxianshi/,VIP_PLUS
იყიდება 5 ოთახიანი ბინა ლისზე,288300 $,186 m²,5.0,ცაცხვების ქუჩა 9,physical,ვაჟა,https://www.myhome.ge/pr/18938971/iyideba-5-otaxiani-bina-lisze/,VIP_PLUS
იყიდება 6 ოთახიანი ბინა საბურთალოზე,660000 $,300 m²,7.0,მიხეილ თამარაშვილის ქუჩა 13,physical,მაკა,https://www.myhome.ge/pr/20409894/iyideba-6-otaxiani-bina-saburtaloze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა ლისზე,216050 $,149 m²,4.0,ცაცხვების ქუჩა 9,physical,ვაჟა,https://www.myhome.ge/pr/19145595/iyideba-4-otaxiani-bina-lisze/,VIP_PLUS
იყიდება 4 ოთახიანი ბინა ვაკეში,280000 $,171 m²,4.0,კეკელიძის ქუჩა 25,physical,გეგი,https://www.myhome.ge/pr/20371302/iyideba-4-otaxiani-bina-vakeshi/,VIP_PLUS
იყიდება 3 ოთახიანი ბინა ავლაბარში,179000 $,80.5 m²,3.0,ირბახის ქუჩა ,physical,…,https://www.myhome.ge/pr/20618612/iyideba-3-otaxiani-bina-avlabarshi/,VIP
იყიდება 2 ოთახიანი ბინა დიდ დიღომში,59176 $,56.9 m²,2.0,პ. იბერის ქ. ,developer,სალომე,https://www.myhome.ge/pr/18380746/iyideba-2-otaxiani-bina-did-dighomshi/,VIP
იყიდება 3 ოთახიანი ბინა ვარკეთილში,85000 $,64.3 m²,3.0,წულუკიძის ქუჩა 35,physical,Ani,https://www.myhome.ge/pr/20613260/iyideba-3-otaxiani-bina-varketilshi/,VIP
იყიდება 2 ოთახიანი ბინა ნაძალადევში,63000 $,52.3 m²,2.0,ჭყონდიდელის ქუჩა ,agent,ლევან,https://www.myhome.ge/pr/20661677/iyideba-2-otaxiani-bina-nadzaladevshi/,VIP
იყიდება 2 ოთახიანი ბინა საბურთალოზე,103000 $,47.1 m²,2.0,გაზაფხულის ქუჩა (ყოფ. დელისის მე-Ш შესახვევიახვევი) 4,physical,temo,https://www.myhome.ge/pr/20302935/iyideba-2-otaxiani-bina-saburtaloze/,VIP
იყიდება 2 ოთახიანი ბინა საბურთალოზე,116000 $,56 m²,2.0,შ. ნუცუბიძის ქ. 77კ,physical,temo,https://www.myhome.ge/pr/20373871/iyideba-2-otaxiani-bina-saburtaloze/,VIP
იყიდება 5 ოთახიანი ბინა ჩუღურეთში,150000 $,104 m²,5.0,ჯ. კახიძის ქ. ,physical,I,https://www.myhome.ge/pr/17643414/iyideba-5-otaxiani-bina-chughuretshi/,VIP
იყიდება 4 ოთახიანი ბინა დიდ დიღომში,89676 $,95.4 m²,4.0,პ. იბერის ქ. ,developer,სალომე,https://www.myhome.ge/pr/12101176/iyideba-4-otaxiani-bina-did-dighomshi/,VIP
იყიდება 1 ოთახიანი ბინა დიდ დიღომში,33814 $,31.9 m²,1.0,პ. იბერის ქ. ,developer,სალომე,https://www.myhome.ge/pr/17889724/iyideba-1-otaxiani-bina-did-dighomshi/,VIP
იყიდება 4 ოთახიანი ბინა სან. ზონაში,100000 $,100 m²,4.0,გურამიშვილის გამზ. ,developer,Maia,https://www.myhome.ge/pr/19140191/iyideba-4-otaxiani-bina-san-zonashi/,VIP
იყიდება 3 ოთახიანი ბინა ვარკეთილში,67986 $,75.54 m²,3.0,ჯავახეთის ქ. 176,developer,მაია,https://www.myhome.ge/pr/18197475/iyideba-3-otaxiani-bina-varketilshi/,VIP
იყიდება 2 ოთახიანი ბინა ვარკეთილში,58843 $,61.94 m²,2.0,ჯავახეთის ქ. 176,developer,მაია,https://www.myhome.ge/pr/19893956/iyideba-2-otaxiani-bina-varketilshi/,VIP
იყიდება 4 ოთახიანი ბინა ვეძისში,270000 $,110 m²,4.0,ისაკაძის ქუჩა 57,physical,თათია,https://www.myhome.ge/pr/20606077/iyideba-4-otaxiani-bina-vedzisshi/,VIP
იყიდება 2 ოთახიანი ბინა საბურთალოზე,92800 $,58 m²,2.0,შარტავას ქ. 43,physical,თათია,https://www.myhome.ge/pr/19189245/iyideba-2-otaxiani-bina-saburtaloze/,VIP
